,title,description
8710,Lider Zespołu Data Science – Python i Machine Learning,"['Planowanie, delegowanie zadań oraz monitorowanie realizacji projektów', 'Rozwój kompetencji zespołu, mentoring i zapewnienie wsparcia merytorycznego', 'Nadzór nad analizą portfela energetycznego, uwzględniającym ryzyka, szanse i strategię', 'Opracowywanie modeli prognozowania z wykorzystaniem zaawansowanych technik machine learning', 'Projektowanie, wdrażanie i optymalizacja modeli machine learning w kontekście prognozowania portfela energetycznego', 'Implementacja nowych algorytmów i narzędzi wspomagających analizę danych', 'Pisanie skryptów w Python i SQL w celu przetwarzania danych, tworzenia modeli analitycznych oraz automatyzacji procesów', 'Analiza dużych zbiorów danych, optymalizacja zapytań SQL oraz dbanie o wydajność kodu', 'Nadzór nad wersjonowaniem kodu oraz dbałość o integralność i bezpieczeństwo kodu źródłowego', 'Koordynacja pracy zespołu w zakresie wspólnego rozwoju projektów i zarządzania zmianami w repozytorium Git']"
8711,Python/Scala Developer - Remote ,"['Design and implement solutions in Python and Scala to process and analyze large datasets.', 'Work with Apache Spark for big data processing.', 'Utilize AWS for cloud infrastructure (experience is a plus).', 'Collaborate with a small team of 5 developers in Poland, integrating with a larger client team in the USA.', 'Develop and optimize algorithms for data analysis and financial projections.', 'Handle the processing of data from external systems and conduct market analysis.']"
8712,Python Software Engineer for Big Data,"['Implement business use cases and processes to the Azure Cloud, using state-of-the art technologies (Databricks, Spark 3, Python)', 'Onboard business teams directly on the new Data Platform', 'Gather engineering requirements for data use cases', 'Develop and maintain shared libraries (data pipeline development, data lineage)', 'Participate to the data onboarding of third-party data providers (e.g. Bloomberg, Simcorp)', 'Expose data via APIs']"
8713,Senior Python Developer,"['Integrate new data sources (including cadastral registry and live market data from various real estate entities)', 'Build solutions to clean the data', 'Build data marts along with RESTful APIs to expose curated data', 'Actively participate in all phases of new feature development: designing, planning and implementation\xa0', 'Use your technical knowledge and experience to influence the final shape of the features\xa0', 'Maintain existing solutions and optimize performance of our data services\xa0']"
8714,Data Scientist (BioPharma),[]
8715,Data Scientist (BioPharma),[]
8716,"Software Engineering Manager (AI, Knowledge Platform)","['Team leadership, strategic planning and execution: Support other Engineering Managers in driving key initiatives that improve our core processes and domain. Build strong relationships with team members, understanding their backgrounds and professional growth aspirations, and offer personalized support through diverse development techniques.', ""Technical oversight: Conduct thorough code reviews and optimize the software development life cycle (SDLC). Lead audit preparations and ensure compliance with industry standards. You will lead a technical product team, responsible for its own product. Your expertise, innovative ideas, and ability to foster a culture of innovation will be critical to the team's success. You will have significant autonomy in shaping and driving the product's direction."", 'Cross-collaboration and communication: You will collaborate with fellow engineering managers to implement company-wide engineering practices and drive initiatives that strengthen and promote our engineering culture.', 'Professional development: Support professional development through regular feedback and development plans. Promote a learning culture that fosters courage in decision-making and prioritizes company goals.']"
8717,Senior Data Project Manager,"['Strategically lead and manage data science projects, aligning with organizational priorities and ensuring adherence to timelines, quality standards and best practices', 'facilitate effective communication channels between data science teams and stakeholders, translating technical capabilities into business opportunities and vice versa', 'champion cross-functional collaboration, breaking down silos and fostering a culture of shared knowledge and goals', 'ensure sustainable implementation of solutions with a focus on scalability, adaptability, and long-term value.']"
8718,ML/AI Engineer,"['Building high-performing, scalable, enterprise-grade ML/AI applications in cloud environment. ', 'Working with Data Science teams to implement Machine Learning and statistical models into production. ', 'Practical and innovative implementations of ML/AI automation, for scale and efficiency.  ', 'Design, delivery and management of industrialized processing pipelines.  ', 'Defining and implementing best practices in ML models life cycle and ML operations.  ', 'Implementing AI/MLOps frameworks and supporting Data Science teams in best practices. ', 'Gathering and applying knowledge on modern techniques, tools and frameworks in the area of ML Architecture and Operations. ', 'Gathering technical requirements & estimating planned work. ', 'Presenting solutions, concepts and results to internal and external clients. ', 'Creating technical documentation.']"
8719,ML/AI Engineer,"['Building high-performing, scalable, enterprise-grade ML/AI applications in cloud environment. ', 'Working with Data Science teams to implement Machine Learning and statistical models into production. ', 'Practical and innovative implementations of ML/AI automation, for scale and efficiency.  ', 'Design, delivery and management of industrialized processing pipelines.  ', 'Defining and implementing best practices in ML models life cycle and ML operations.  ', 'Implementing AI/MLOps frameworks and supporting Data Science teams in best practices. ', 'Gathering and applying knowledge on modern techniques, tools and frameworks in the area of ML Architecture and Operations. ', 'Gathering technical requirements & estimating planned work. ', 'Presenting solutions, concepts and results to internal and external clients. ', 'Creating technical documentation.']"
